"from","from_id","id","message","picture","link","name","description","type","created_time","shares","likes","loves","wows","hahas","sads","angrys"
"Foody.vn","_210695369058001","210695369058001_1671544092973114","[Hú hét sung sướng 'HÀNG CHỤC MÓN ĂN VẶT' cho ngày chay đỡ buồn miệng]

Chi tiết: https://goo.gl/KcVFmR

Ai nói ăn chay là hổng có món gì ngon để ăn đâu, coi BST này là thích liền: bánh tráng trộn chay, xôi sầu riêng, bánh bắp chiên... hết buồn miệng nhé!","https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/33962358_1671531929640997_6765857149550592000_n.jpg?_nc_cat=0&oh=a4176c58d684996d2d44a3a14d62dff0&oe=5B83A5D2","https://www.facebook.com/FoodyVietnam/photos/a.426594680801401.1073741873.210695369058001/1671531926307664/?type=3","Photos from Foody.vn's post","","photo","2018-05-29T04:26:43+0000","2","79","2","1","0","0","0"
"Foody.vn","_210695369058001","210695369058001_1670746183052905","[Đột nhập về tuổi thơ với 'THIÊN ĐƯỜNG ĂN VẶT' ngon sạch - Ưu đãi 30%]

👉Đặt món ship tận nơi: https://goo.gl/YhfqYT
(❗Nhập mã THANHNGOC30 để được giảm 30%❗)

Cả một thiên đường ăn vặt ngon - sạch làm tại nhà siêu gần gũi là đây, nào là bánh tráng, khô gà, rong biển, cao quy linh, chè bánh lọt sương sáo...có hết!! Đặc biệt nhất quán còn bán thốt nốt hay hạt đác tươi 100% không khỏi thèm thuồng hà.
----------
✅Free Ship (tối đa 20k) khi dùng AirPay thanh toán cho hơn 5000 quán Verified Merchants","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/31046100_1670748976385959_31573258075635712_n.jpg?_nc_cat=0&oh=95bc1b4f785e385005ee399cfdfc88cf&oe=5BBDDF6A","https://www.facebook.com/FoodyVietnam/videos/1670746183052905/","Đột nhập về tuổi thơ với 'THIÊN ĐƯỜNG ĂN VẶT' ngon sạch - Ưu đãi 30%","","video","2018-05-29T04:00:00+0000","3","41","5","0","1","0","1"
"Foody.vn","_210695369058001","210695369058001_1663879283739595","[Nhậu tới 4h sáng 'QUÁN NƯỚNG CHẤT CHƠI' nhiều món ngon]

Địa chỉ: https://goo.gl/3BvZgT

Quán mở tới 4h sáng lận, không gian đèn vàng ấm cúng, cú đêm tha hồ ăn chơi nhảy múa thoải mái nè. Menu đồ nướng, cháy tỏi, chiên mắm chất lượng mà giá rất ok, giảm 10% khi book bàn trước nha.","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/29785116_1663900117070845_5729733290533847040_n.jpg?_nc_cat=0&oh=64e0ae58483f46610f65bdb9ce651178&oe=5BBCB9C0","https://www.facebook.com/FoodyVietnam/videos/1663879283739595/","Quán nướng chất chơi","","video","2018-05-29T03:00:00+0000","8","173","7","1","2","0","1"
"Foody.vn","_210695369058001","210695369058001_1671016966359160","[Rinh ngay kẻo lỡ 'TRÀ SỮA - SỮA TƯƠI TRÂN CHÂU ĐƯỜNG ĐEN' Giảm đến 40%]

👉Đặt món tại: https://goo.gl/6tGxWA
(Nhập mã TCDD40 để được giảm ngay 40% nhé)

Tèn ten!! Tin nóng 1000 độ nha bà con, duy nhất ngày 29/05 khi có đến 18 thương hiệu 'Trà Sữa - Sữa Tươi Trân Châu Đường Đen' ngon có tiếng đang giảm giá 40%. Mau rủ rê đồng bọn order những ly sữa tươi mát lạnh nhai trân châu sướng miệng thì thích hết ý nhỉ?
-------------
✅Free Ship (tối đa 20k) khi dùng AirPay thanh toán cho hơn 5000 quán Verified Merchants","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/32039886_1671017633025760_5833160007146799104_n.jpg?_nc_cat=0&oh=6e93364abd8128e76c5a3a2e23d9bf1f&oe=5B7A9E75","https://www.facebook.com/FoodyVietnam/videos/1671016476359209/","Photos from Foody.vn's post","","video","2018-05-29T02:30:41+0000","74","673","32","0","3","0","0"
"Foody.vn","_210695369058001","210695369058001_1670533579740832","[Ngon muốn lịm đi 'SASHIMI SIÊU TƯƠI' béo ngậy từng miếng]

Địa chỉ: https://goo.gl/9GuFJv

Nhà hàng nằm ngay Q.1, không gian nhỏ xinh decor đậm phong cách Nhật. Ở đây sashimi siêu tươi và đa dạng, trang trí bắt mắt cực kì luôn, đặc biệt mù tạc mài từ củ cay ngon hết ý.","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/29770487_1670559279738262_3522290799570059264_n.jpg?_nc_cat=0&oh=70f96f44cc3e3fab3992aec25449afd1&oe=5BC082A2","https://www.facebook.com/FoodyVietnam/videos/1670533579740832/","Sashimi tươi ngon","","video","2018-05-29T02:00:00+0000","9","197","9","1","0","0","0"
"Foody.vn","_210695369058001","210695369058001_1670729639721226","[Chiêu đãi bao tử BURGER, SANDWICH dày chín tầng mây bao no cành hông]

Đặt món: https://goo.gl/SVuv88
Nhìn thấy cái sandwich thôi là tá hỏa liền vì độ dày của bánh, tầng tầng lớp lớp rau, jambon, trứng, sốt đủ loại hòa quyện. Cắn 1 miếng sốt như tan chảy trong miệng. Còn burger thích nhất là lớp thịt thơm lừng cực bắt vị. Order ăn liền cho nóng nào!
--------------
* Nhập mã BUAAN50 giảm 50% khi order qua Now.vn.
* Áp dụng cho mọi đơn hàng, giảm tối đa 100k.
* Tặng 1 chai trà fuzetea cho mọi đơn hàng.","https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/33685726_1670728516388005_2339984301250052096_n.jpg?_nc_cat=0&oh=7306e8be353126ac8a9ea77d51e7685a&oe=5B8B0E3D","https://www.facebook.com/FoodyVietnam/photos/a.215488901911981.46885.210695369058001/1670728513054672/?type=3","Photos from Foody.vn's post","","photo","2018-05-29T01:30:00+0000","3","76","12","1","0","0","0"
"Foody.vn","_210695369058001","210695369058001_1670585093069014","[Tiếng lành đồn xa '4 NGÔI CHÙA ĐỘC ĐÁO' linh thiêng nhất Sài Gòn]

Chi tiết: https://goo.gl/3gaZdq

Hôm nay bạn nào dự định đi chùa mừng Lễ Phật Đản thì tham khảo nè, mấy ngôi chùa này vừa có kiến trúc độc đáo vừa linh thiêng có tiếng khắp Sài Gòn, rủ cả gia đình mình đi chung luôn.","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/30972716_1670585666402290_6666595584847118336_n.jpg?_nc_cat=0&oh=f7bf80f7b1657361df0797879fb15506&oe=5B7D586E","https://www.facebook.com/FoodyVietnam/videos/1670584939735696/","Photos from Foody.vn's post","","video","2018-05-29T01:00:52+0000","130","762","48","2","0","0","0"
"Foody.vn","_210695369058001","210695369058001_1670599139734276","[Cứ điểm mua MỸ PHẨM GIÁ RẺ DƯỚI 50K bỏ đầy giỏ mang về]

Địa chỉ: https://goo.gl/gHrYix
Bước vào cửa hàng tràn ngập mỹ phẩm như thiên đường của các cô gái mà có nhiều thứ hay ho như mặt nạ, mỹ phẩm minisize chỉ dưới 50k và 100k thôi. Ngoài ra các nàng chắc chắn còn săn được rất nhiều em son giá cũng chỉ dưới 100k. Bọn mình như kiểu cá gặp nước thì làm sao về tay không được bây giờ.

(y) Sheis.vn - cộng đồng làm đẹp với hàng triệu bí kíp biến bạn thành hotgirl sành điệu!","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/31402210_1670664403061083_3394360830676959232_n.jpg?_nc_cat=0&oh=e7308cc6a8ef2a4557babf35a282b520&oe=5BC0F7C8","https://www.facebook.com/FoodyVietnam/videos/1670598433067680/","Photos from Foody.vn's post","","video","2018-05-29T00:30:49+0000","203","677","38","8","2","1","0"
"Foody.vn","_210695369058001","210695369058001_1670682893059234","[UPDATE ngay Ver APP NOW 1.8.5 mới nhất để được giảm 20%]

Link đặt món: https://www.now.vn/
(Đặt món tại APP NOW ver 1.8.5, nhập mã NEWVERSION185 giảm 20%)

Nhanh tay cập nhật APP NOW ver 1.8.5 mới nhất để được giảm 20% với mã NEWVERSION185 nghen. Không ngại nắng, không ngại mưa giao tới tận tay các fan đầy đủ các món ăn ngon, trà sữa mát lạnh tuyệt đối hay những ổ bánh bông lan mềm mềm, mịn mịn... luôn nè! 
*Áp dụng quán 'verified merchant'
*Giảm tối đa 100k
-------------
Free Ship (tối đa 20k) khi dùng AirPay thanh toán cho hơn 5000 quán Verified Merchants","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/30852566_253118458763868_3962476594668240896_n.jpg?_nc_cat=0&oh=6d61cd32fc561405d0730aba9715a85a&oe=5BBC1B6C","https://www.facebook.com/FoodyVietnam/videos/1670682893059234/","UPDATE ngay Ver APP NOW 1.8.5 mới nhất để được giảm 20%","","video","2018-05-29T00:00:00+0000","2","66","9","0","1","0","0"
"Foody.vn","_210695369058001","210695369058001_1671106269683563","[Rẽ đôi sóng nước “CON ĐƯỜNG TRẮNG GIỮA BIỂN NHA TRANG” đẹp thần sầu cho chị em thả dáng]

Nơi đây có tên là: https://goo.gl/upyMB2 

🌊Đi đủ các bãi tắm trong xanh vời vợi cả trong lẫn ngoài nước rồi nhưng mấy ai đã có dịp đặt chân tới bãi tắm đôi có con đường giữa biển độc đáo nhất VN này chứ? Hỡi 500 anh chị em đang dành cả thanh xuân trong phòng gym để đổi lấy “body mùa hè”, còn chờ gì không thả dáng khoe thân hình nóng bỏng vạn người mê tại thiên đường có thật ngay giữa Nha Trang này đi!

Nguồn: TripNow.vn

Video: Amazing Things In VietNam
Pics: @phattttttt/ @leminh.2805/ @minhmitmit","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/30842262_1020463648160975_539166980041605120_n.jpg?_nc_cat=0&oh=be70e6376ee4e636dda7283bcffb3259&oe=5B8150A4","https://www.facebook.com/tripnow.vn/videos/1020463334827673/","TripNow.vn","[#TripWHERE - Rẽ đôi sóng nước “CON ĐƯỜNG TRẮNG GIỮA BIỂN NHA TRANG” đẹp thần sầu cho chị em thả dáng]

Nơi đây có tên là: https://goo.gl/upyMB2 

🌊Đi đủ các bãi tắm trong xanh vời vợi cả trong lẫn ngoài nước rồi nhưng mấy ai đã có dịp đặt chân tới bãi tắm đôi có con đường giữa biển độc đáo nhất VN này chứ? Hỡi 500 anh chị em đang dành cả thanh xuân trong phòng gym để đổi lấy “body mùa hè”, còn chờ gì không thả dáng khoe thân hình nóng bỏng vạn người mê tại thiên đường có thật ngay giữa Nha Trang này đi!

🌊Share nhiệt tình về tường để làm lời hứa với bản thân chắc chắn hè này phải tới đây vừa tận hưởng biển khơi vừa bắn con ảnh thần sầu nhé! #TripnowNhaTrang

---------------------------------

(y) TripNow.vn để vi vu khắp mọi miền đất VN!

Video: Amazing Things In VietNam
Pics: @phattttttt/ @leminh.2805/ @minhmitmit","video","2018-05-28T23:00:47+0000","235","630","46","5","1","0","0"
"Foody.vn","_210695369058001","210695369058001_1670819269712263","[Mở hàng 'nhẹ' mùa lương với TOP ĐỊA ĐIỂM HOT TẦM GIÁ 100K - 200K]

Chi tiết: http://bit.ly/tableNow-An-Ngon-Gia-Mem

Mới chỉ đầu mùa 'lương' nên khởi động nhẹ với loạt địa điểm ngon ăn no căng mà chỉ tầm 100K-200K trước nè. Giá phải chăng cứ hăng hái lựa nha: BBQ, lẩu, gà Hàn Quốc, gà lên mâm, gà nướng, bò nhúng... đủ tầm cho cả bọn chung vui. Nhanh tay đặt với #tableNow nhận ưu đãi ngay!","https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/33598416_1670814036379453_4716007793339924480_n.jpg?_nc_cat=0&oh=c53afc52acb9bdcdde2a11ea0421c4cc&oe=5BBD3B52","https://www.facebook.com/FoodyVietnam/photos/a.215488901911981.46885.210695369058001/1670814029712787/?type=3","Photos from Foody.vn's post","","photo","2018-05-28T16:59:00+0000","16","104","7","1","0","0","0"
"Foody.vn","_210695369058001","210695369058001_1670771653050358","[Hài lòng toàn tập với 'MÓN CHAY NGON, RẺ' cho ngày đại lễ Phật Đản]

Ship tận nơi: https://goo.gl/eMGjua

Quán bán nhiều món lắm, ngon thần sầu, món cao nhất chỉ 25k à, ngoài ra còn có lẩu nữa. Ngày chay chưa biết tìm quán nào bán ngon thì ăn thử ở đây đi, không thích mới lạ nha.","https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/33691114_1670762859717904_190555230633459712_n.jpg?_nc_cat=0&oh=10f236d1da17b37662177d8a2e7ea8f1&oe=5B8B473E","https://www.facebook.com/FoodyVietnam/photos/a.215488901911981.46885.210695369058001/1670762856384571/?type=3","Photos from Foody.vn's post","","photo","2018-05-28T16:00:01+0000","22","229","13","2","0","0","0"
"Foody.vn","_210695369058001","210695369058001_1670753443052179","[Phải thử hết '6 QUÁN MÓN THÁI' ngon đình đám khét tiếng khắp SG]

Chi tiết: https://goo.gl/9rJvxY

Muốn ăn món Thái chuẩn đét từng vị thì phải biết đến 6 quán này nha. Menu trăm món, thích gì cũng có, không cần mơ mộng đến lúc bay qua tận Thái mới ăn được đâu.","https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/33813094_1670743429719847_2520656249494700032_n.jpg?_nc_cat=0&oh=d02eea806b80857e0ed8d64e5a1bc4ab&oe=5BB971AF","https://www.facebook.com/FoodyVietnam/photos/a.215488901911981.46885.210695369058001/1670743423053181/?type=3","Photos from Foody.vn's post","","photo","2018-05-28T15:00:00+0000","51","269","13","2","0","0","0"
"Foody.vn","_210695369058001","210695369058001_1670627059731484","[Cạn cả chén chấm với 'BÚN CHẢ' ngon đậm chất Hà Nội]

👉Đặt món ship tận nơi: https://goo.gl/TKyJsx

Gắp miếng bún, đặt lên cục chả thịt, chan muỗng nước mắm thanh vị kèm chút đu đủ chua nữa là cảm tưởng như đang ở trong khí trời Hà Nội vậy đó. Gọi thêm dĩa nem rán chiên giòn béo béo ăn kèm nữa là đã lắm đấy nhé.","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/30827345_1670627789731411_5208959039785926656_n.jpg?_nc_cat=0&oh=fa6a72fc17bc034e1270dca2ef323741&oe=5BBBE2AD","https://www.facebook.com/FoodyVietnam/videos/1670626296398227/","Photos from Foody.vn's post","","video","2018-05-28T14:00:45+0000","111","796","30","2","1","2","0"
"Foody.vn","_210695369058001","210695369058001_1665873720206818","['PUB SÔI ĐỘNG CHO GIỚI TRẺ' thả bùa yêu hằng đêm]

Địa chỉ: https://goo.gl/s3dRMW

Relax trên nền nhạc Trap, HipHop, G-house xập xình sẽ gây nghiện ngay từ lần đầu tiên ghé đây đó, cẩn thận kẻo mê mệt đấy. Đừng quên chọn cho mình 1 ly cocktail ưng ý nhé. Nhân dịp 1/6, quán sẽ có rất nhiều ưu đãi đó, chạy ngay đến đây hưởng ứng đê.","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/29781772_1665895290204661_5811076522261348352_n.jpg?_nc_cat=0&oh=03c4b0c0cc45f0f0bf10cc9daf1c2b46&oe=5BC00742","https://www.facebook.com/FoodyVietnam/videos/1665873720206818/","Pub","","video","2018-05-28T13:00:02+0000","37","414","12","7","3","0","0"
"Foody.vn","_210695369058001","210695369058001_1670740643053459","[5 quán 'MÌ GÓI BẢN XỊN' nhất định phải thử ở SG]

Chi tiết: https://goo.gl/82LkJd

Thèm mì tôm cũng phải kiếm quán ăn cho sang tí nha, tôm phải tôm càng mới chịu, không thì ít gì cũng có thịt bò, tôm viên, xá xíu...Nghe oách vậy chứ giá chỉ từ 20k/ tô à, note về hẹn hò đê.","https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/33693361_1670730436387813_4335524173959921664_n.jpg?_nc_cat=0&oh=f97456cba792c9fe659f18408f1b4125&oe=5B7BEE0C","https://www.facebook.com/FoodyVietnam/photos/a.215488901911981.46885.210695369058001/1670730429721147/?type=3","Photos from Foody.vn's post","","photo","2018-05-28T12:00:01+0000","46","398","11","3","0","0","0"
"Foody.vn","_210695369058001","210695369058001_1670588229735367","[Mình cùng nhau ăn 'GÀ RÁN MADE IN USA' nổi tiếng với Deal 20%]

Link đặt món: https://goo.gl/rvo2ED
(Đặt món tại NOW, nhập mã POPEYES20 giảm 20%)

Fan cuồng gà rán hẳn quá 'rành' thương hiệu này rồi, tuần ăn 2 3 lần cũng không chán, nhưng nhớ chừa 1 lịch cho ngày thứ 2 hằng tuần để được ship tận nơi mà còn được ưu đãi 20% nữa nhé. 
----------------
Free Ship (tối đa 20k) khi dùng AirPay thanh toán cho hơn 5000 quán Verified Merchants","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/29771691_396845350794485_5724008773438144512_n.jpg?_nc_cat=0&oh=81a6475d210d5cdfce59209592429dd7&oe=5B843B8A","https://www.facebook.com/FoodyVietnam/videos/1670588229735367/","Mình cùng nhau ăn 'GÀ RÁN MADE IN USA' nổi tiếng với Deal 20%","","video","2018-05-28T11:00:00+0000","5","332","12","5","0","1","1"
"Foody.vn","_210695369058001","210695369058001_1670675199726670","['7 SIÊU PHẨM SẦU RIÊNG' béo thơm hút hồn triệu fan]

Chi tiết: https://goo.gl/tYBwKi

Có món thì cho nguyên cả múi bự xỉu, có món chỉ bỏ 1 muỗng lấy hương lấy hoa thôi 😁. Ai thích sầu riêng nhào tới ăn thử chứ không là tiếc ha.","https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/33745211_1670675126393344_7606311339467735040_n.jpg?_nc_cat=0&oh=3523e842c285129b12fc11d0f11407b2&oe=5B76548C","https://www.facebook.com/FoodyVietnam/photos/a.215488901911981.46885.210695369058001/1670675123060011/?type=3","Photos from Foody.vn's post","","photo","2018-05-28T10:23:44+0000","50","412","25","6","1","2","1"
"Foody.vn","_210695369058001","210695369058001_1670613776399479","[Ngán là gì trước “BÁNH CANH GHẸ CẢ CON” che líp mặt tô]

Ship tận nơi: https://goo.gl/1aeqc5
(Đặt món tại NOW App, nhập mã 'BANHCANHGHE' giảm ngay 20%)

Tô  bánh canh bự chảng, chứa trọn con ghẹ ngon từ thịt, ngọt từ nước lèo luôn nha. Gía “chát” đấy nhưng chất lượng cũng không đâu bằng. Ăn thử đi rồi ghiền nha.","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/30820542_1670614303066093_322120043234066432_n.jpg?_nc_cat=0&oh=e6e593d1556760c35859a6d25ba51bd2&oe=5B800A9C","https://www.facebook.com/FoodyVietnam/videos/1670613336399523/","Photos from Foody.vn's post","","video","2018-05-28T09:30:25+0000","361","2235","89","20","2","2","4"
"Foody.vn","_210695369058001","210695369058001_1670604309733759","[Đệ nhất 'SÚP CUA BONG BÓNG CÁ' ngon lừng lẫy khu người Hoa]

- Ship tận nơi: https://goo.gl/rns8hA
(Đặt món tại APP NOW, nhập mã BONGBONGCA giảm 20%)

Súp ở đây đựng hẳn trong cái tô luôn, 35k có sẵn nửa trứng bách thảo. Súp đặc keo đầy ắp gà, cua, bong bóng cá, nêm thêm tí nước tương với sa tế cay, ăn ngon lắm.","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/29785012_1670604779733712_4247671515568406528_n.jpg?_nc_cat=0&oh=0574181f2544c018e7d88a8f4504e936&oe=5B80EF9D","https://www.facebook.com/FoodyVietnam/videos/1670590299735160/","Photos from Foody.vn's post","","video","2018-05-28T09:00:12+0000","203","1422","59","11","3","0","1"
"Foody.vn","_210695369058001","210695369058001_1670572589736931","[Khuấy đều ly 'CACAO DỪA 15k' thần thánh nối liền tuổi thơ]

👉Đặt món ship tận nơi: https://goo.gl/aZ2USj

Sự ngọt béo của sinh tố dừa quyện cùng lớp bột cacao thơm bùi bùi đáng nhớ này, cứ hút một mạch là thấy cả trời tuổi thơ luôn. Nhất là khi cuối tháng này thì một ly 15k vầy là đủ giải khát nhẹ rùi nha.
---------
✅Free Ship (tối đa 20k) khi dùng AirPay thanh toán cho hơn 5000 quán Verified Merchants","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/30817962_1670573059736884_1980833668465164288_n.jpg?_nc_cat=0&oh=af1797190108ce1da62be9f7bc013e49&oe=5BBCA448","https://www.facebook.com/FoodyVietnam/videos/1670571856403671/","Photos from Foody.vn's post","","video","2018-05-28T08:45:03+0000","74","836","44","4","5","1","0"
"Foody.vn","_210695369058001","210695369058001_1670567799737410","['CHÈ ĐẬU XANH ĐÁNH' chỉ 13k- Ăn hay không ăn nói 1 lời]

Ship tận nơi: https://goo.gl/wG6XFM 

Không chỉ có chè mà còn phủ rất nhiều rau câu dừa dai giòn nữa nhé. 1 ly chỉ 13k thôi, vị ngọt thanh mát, làm lý giữa chiều không nè.","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/29783500_1670588496402007_5603503750732840960_n.jpg?_nc_cat=0&oh=5d64ab15af67e6754eefb2f8abc034f3&oe=5B80B606","https://www.facebook.com/FoodyVietnam/videos/1670567799737410/","Chè đậu xanh đánh","","video","2018-05-28T08:30:00+0000","8","337","6","2","2","0","1"
"Foody.vn","_210695369058001","210695369058001_1670437363083787","[Đà Lạt xuất hiện 'CĂN PHÒNG CÔNG CHÚA' đẹp liêu xiêu]

Địa chỉ: https://goo.gl/dwssxM

Giấc mơ sống ảo style công chúa, giữa 1 căn phòng lung linh lộng lẫy như chuyện cổ tích là có thiệt nè các mẹ ạ. Chỉ cần khăn gói lên Đà Lạt là được thôi, thích quá đi 😍","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/30817955_1670437739750416_8498269205240479744_n.jpg?_nc_cat=0&oh=ea55a788f8064df5d93ac6817ab7d70f&oe=5B8B4920","https://www.facebook.com/FoodyVietnam/videos/1670437063083817/","Photos from Foody.vn's post","","video","2018-05-28T08:00:01+0000","472","2075","135","65","4","0","0"
"Foody.vn","_210695369058001","210695369058001_1667270750067115","[Nóng hổi ổ 'BÁNH MÌ HỘI AN' thơm phức ở ngay Sài Gòn]

Địa chỉ: https://goo.gl/r74jPk
Ship tận nơi: https://goo.gl/vxEjE1

Tự nhiên thèm1 ổ bánh mì Hội An nóng giòn thơm phức, thì ở Sài Gòn ăn ở đâu đây ta? Cứ ghé tới tiệm này nè, có 4 vị đặc trưng: Hội An đặc biệt, bò nướng sả, gà sốt teriyaki, bơ sữa... chỉ từ 20k/ổ ngon lành chất lượng nha.","https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/33428411_1667269433400580_1388204193948368896_n.jpg?_nc_cat=0&oh=8242ecf87ef7ca3760a14c9783c8533f&oe=5B7F2A44","https://www.facebook.com/FoodyVietnam/photos/a.215488901911981.46885.210695369058001/1667269423400581/?type=3","Photos from Foody.vn's post","","photo","2018-05-28T07:00:00+0000","12","257","7","2","0","0","0"
"Foody.vn","_210695369058001","210695369058001_1670461449748045","[Super thèm 'BÁNH TRÁNG CUỐN' chấm sốt me ngon số dzách]

👉Đặt món ship tận nơi: https://goo.gl/g4QZHU

Từng cuốn bánh tráng nhỏ xinh cuộn chặt bên trong khô, cút, xoài, rau,... chấm nước sốt me quán tự làm ta nói ngon số dzách. Một hộp chục cái chỉ 17k quá hợp túi cho ngày cuối tháng nhé.
------------
✅Free Ship (tối đa 20k) khi dùng AirPay thanh toán cho hơn 5000 quán Verified Merchants","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/31666749_1670461836414673_2502156523975737344_n.jpg?_nc_cat=0&oh=168ae70ec1b9d809cd5cb250bf7a2d6c&oe=5B7807FD","https://www.facebook.com/FoodyVietnam/videos/1670461103081413/","Photos from Foody.vn's post","","video","2018-05-28T06:00:52+0000","211","1430","62","22","2","2","2"
"Foody.vn","_210695369058001","210695369058001_1670407236420133","[Đi ngay kẻo lỡ 'LỄ HỘI THẢ HOA ĐĂNG' hoành tráng nhất SG tối nay]

Chi tiết: https://goo.gl/Vw7kza

Tối nay chùa sẽ tổ chức thả hoa đăng hoành tráng lắm các mẹ ơi, nhớ đi nha. Sẵn dịp này đi cầu nguyện cho gia đình, bản thân gặp nhiều may mắn, bình an luôn nè.","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/30833656_1667083553419168_5478076046966259712_n.jpg?_nc_cat=0&oh=d0c9287fcfba86a174d0e47826f40709&oe=5B8367E5","https://www.facebook.com/FoodyVietnam/videos/1667079193419604/","Foody.vn","[Sáng rực trời 'LỄ HỘI THẢ HOA ĐĂNG' hoành tráng nhất SG]

Chi tiết: https://goo.gl/Vw7kza

Cứ tới gần Lễ Phật Đản là ngôi chùa này trang hoàng lộng lẫy nhất SG luôn, thấy công đoạn chuẩn bị cũng háo hức lắm rồi, canh tới bữa đó ra đây thả hoa đăng lung linh liền nha.","video","2018-05-28T05:30:00+0000","151","1840","88","12","2","3","1"
"Foody.vn","_210695369058001","210695369058001_1667141506746706","[Hút rột rột hết vèo 'SỮA TƯƠI TRÂN CHÂU ĐƯỜNG ĐEN' tan chảy] 

Địa chỉ: https://goo.gl/iZzS9N

Quán nổi tiếng với món trà sữa topping bột vàng 23k và lá vàng 24k, giờ thêm món sữa tươi trân châu đường đen nữa nè, nguyên liệu ở đây được nhập khẩu từ châu Âu, châu Á luôn, chất lượng lắm nha.","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/30826946_1667165663410957_4241234871420190720_n.jpg?_nc_cat=0&oh=b5bc66e040947a25db75ba8c56d576b6&oe=5B8B2072","https://www.facebook.com/FoodyVietnam/videos/1667141506746706/","Sữa tươi trân châu đường đen","","video","2018-05-28T05:00:00+0000","21","503","20","4","2","0","1"
"Foody.vn","_210695369058001","210695369058001_1670442836416573","[Chớp mắt là có 'LOẠT QUÁN CHAY NGON' ship trong tích tắc]

Chi tiết: https://goo.gl/rPCevP

Trưa nay hông cần chạy ra đường nắng nôi đâu nha, muốn ăn chay thì cứ lên Now.vn  đặt mấy quán này nè, vừa ngon rẻ còn có code giảm giá nữa.
---
👉Free Ship (tối đa 20k) khi dùng AirPay thanh toán cho hơn 5000 quán Verified Merchants.","https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/33664716_1670439639750226_3334227753774874624_n.jpg?_nc_cat=0&oh=2238ef4ba17f506970ed332fbfd2fcd5&oe=5BC38CA3","https://www.facebook.com/FoodyVietnam/photos/a.426594680801401.1073741873.210695369058001/1670439633083560/?type=3","Photos from Foody.vn's post","","photo","2018-05-28T04:32:06+0000","216","1285","57","10","2","0","0"
"Foody.vn","_210695369058001","210695369058001_1670393416421515","[Lọt động 'LOẠT BÁNH NGON' dân dã nổi đình đám Sài Thành - Giảm 45%]

👉Đặt món ship tận nơi: https://goo.gl/uqes2f
(❗Nhập mã BBNGUYENSON để được giảm 45%❗)

Nổi nức tiếng với món bánh bò thốt nốt chấm cốt dừa béo thơm hút hồn 'giang hồ' xưa giờ, thì nay còn 'xuất bản' nhiều loại bánh trendy như bông lan cuộn - su sốt trứng muối, bánh mì phô mai, bánh đúc ngọt,... ngon không tiếc túi nhé.
-----
✅Free Ship (tối đa 30k) khi dùng AirPay thanh toán cho hơn 5000 quán Verified Merchants","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/29769357_1670394753088048_5387213338054754304_n.jpg?_nc_cat=0&oh=17f471e9d33bc0edd5e2df0e319b2f30&oe=5BBA4178","https://www.facebook.com/FoodyVietnam/videos/1670393416421515/","Lọt động 'LOẠT BÁNH NGON' dân dã nổi đình đám Sài Thành - Giảm 45%","","video","2018-05-28T04:00:00+0000","41","514","23","0","0","3","0"
