"from","from_id","id","message","picture","link","name","description","type","created_time","shares","likes","loves","wows","hahas","sads","angrys"
"Foody.vn","_210695369058001","210695369058001_1667360410058149","[Không thể ngó lơ 'HÀNG KEM BƠ 10K' nức tiếng chợ Bắc Mỹ An]

Địa chỉ: https://goo.gl/mP5RNB

Kem bơ ở đây rẻ xỉu mà ngon cực cực luôn, chỉ 10k/ly thôi hà. Bơ được đánh nhuyễn, bonus thêm 2 cục kem tươi siêu bự, dừa khô giòn giòn nữa chớ, muốn ăn mấy ly luôn cho đỡ thèm :v","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/29781282_1667360856724771_4422278162537250816_n.jpg?_nc_cat=0&oh=684eb093d1f362717cde876fcd094ba0&oe=5BB7E0A4","https://www.facebook.com/FoodyVietnam/videos/1667357590058431/","Photos from Foody.vn's post","","video","2018-05-27T08:00:47+0000","206","3539","118","25","5","2","5"
"Foody.vn","_210695369058001","210695369058001_1664963026964554","[Né nắng Sì Gòn 'CAFE SỐNG ẢO 1001 GÓC' ngập tràn cây xanh mát]

Địa chỉ: https://goo.gl/Rz5X5o

Quán ngay Q.1 không gian siêu đẹp, có cây xanh hồ cá mát rượi. Menu nhiều món lắm: trà sữa, trà trái cây, soda, bánh ướt lòng gà Đà Lạt. Bill từ 30k được chơi gắp thú giải trí và tích điểm đổi vé du lịch nước ngoài  nữa đó.","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/32163677_1664984096962447_6115263127119462400_n.jpg?_nc_cat=0&oh=f3836ee983a9b3ed19715d1b6c57c8a2&oe=5B8AD981","https://www.facebook.com/FoodyVietnam/videos/1664963026964554/","Cafe mở xuyên đêm","","video","2018-05-27T07:00:00+0000","5","274","4","0","0","0","0"
"Foody.vn","_210695369058001","210695369058001_1667363150057875","[Mùa hè vàng tươi cùng 'TRÀ SỮA XOÀI' thơm ngọt đúng chất - Giảm 20%]

👉Đặt món ship tận nơi: https://goo.gl/nT67ua
(❗Nhập mã WEEKEND20 để được giảm ngay 20%❗)

Là một dạng trái cây nhiều vitamin nhất vùng nhiệt đới này, nay lại được kết hợp hết sức đặc sắc cùng trà sữa ngọt ngào, cứ thế mà tạo nên khẩu vị chua ngọt beo béo siêu hợp cho mùa hè này nha.
--------
✅Free Ship (tối đa 30k) khi dùng AirPay thanh toán cho hơn 5000 quán Verified Merchants","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/30818968_461055284326415_7205388344388222976_n.jpg?_nc_cat=0&oh=b37a5e3276bbe73fb43e3034c1a292ea&oe=5BBFD196","https://www.facebook.com/FoodyVietnam/videos/1667363150057875/","Mùa hè vàng tươi cùng 'TRÀ SỮA XOÀI' thơm ngọt đúng chất - Giảm 20%","","video","2018-05-27T06:00:00+0000","5","140","7","1","0","0","0"
"Foody.vn","_210695369058001","210695369058001_1667420740052116","[Cầm lòng sao được 'TOP 5 TRÀ SỮA ĐÌNH ĐÁM' giảm giá 20%]

Chi tiết: https://goo.gl/D1hsY3

Còn ngày cuối để order trà sữa về uống thôi nà. Koi, TenRen, Comebuy, Sharetea, R&B quất láng giảm 20% luôn. Nhớ nhập mã 'WEEKEND20' cho bill >100k nha các mẹ.","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/30833573_1667421296718727_1549392199148371968_n.jpg?_nc_cat=0&oh=92433b19b39a3dabcd6bcea467a436ee&oe=5B88EDE2","https://www.facebook.com/FoodyVietnam/videos/1667416940052496/","Photos from Foody.vn's post","","video","2018-05-27T05:30:50+0000","27","862","36","1","0","2","2"
"Foody.vn","_210695369058001","210695369058001_1667457233381800","[Đáng từng xu '3 RESORT VEN BIỂN MỚI NỔI' sống ảo siêu sang chảnh]

Chi tiết: https://goo.gl/1UYSVz

Lâu lâu chơi sang tự thưởng 1 chuyến ở resort sang xịn đồ, check-in góc nào cũng đẹp trời thần luôn hà. Sáng đi dạo biển chiều ngắm hoàng hôn, thiệt là quí xờ tộc mà :))","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/30858315_1667457883381735_8417259834205798400_n.jpg?_nc_cat=0&oh=1d6782a3e0a57cd8aec61edea4b841cd&oe=5BB9028C","https://www.facebook.com/FoodyVietnam/videos/1667453276715529/","Photos from Foody.vn's post","","video","2018-05-27T05:00:30+0000","122","1277","33","4","1","0","2"
"Foody.vn","_210695369058001","210695369058001_1667352300058960","[Ưu đãi 50% cho siêu sao 'MÌ QUẢNG ĐẶC BIỆT' cho ngày cuối tháng]

👉Đặt món ship tận nơi: https://goo.gl/L6Pkm1
(❗Nhập mã MQQK50 để được giảm ngay 50%❗)

Hiếm có khó tìm tô mì Quảng với vị đậm đà đúng điệu, lại khá hợp khẩu vị cho dân SG. Một tô vừa tôm vừa thịt, sườn, rau giá đầy ụ, đậu phộng nhai bùi bùi siêu thích nữa chứ, đã vậy còn giảm đến 50% phù hợp cho những ngày cuối tháng rỗng túi nha.
--------
✅Free Ship (tối đa 30k) khi dùng AirPay thanh toán cho hơn 5000 quán Verified Merchants","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/29769118_1667353823392141_9041970631364575232_n.jpg?_nc_cat=0&oh=827ddd4f204225eb848c3059c35bc52e&oe=5BC28456","https://www.facebook.com/FoodyVietnam/videos/1667352300058960/","Ưu đãi 50% cho siêu sao 'MÌ QUẢNG ĐẶC BIỆT' cho ngày cuối tháng","","video","2018-05-27T04:00:00+0000","30","465","18","0","3","2","0"
"Foody.vn","_210695369058001","210695369058001_1666261993501324","[Hốt trọn '200 LY TRÀ SỮA FREE' ở chi nhánh mới độc - đẹp]

Chi tiết: https://goo.gl/fLrdqz

View chi nhánh mới đẹp dễ sợ, thoáng mát, dễ chụp hình sống ảo. Best seller vẫn là em trà trái cây, socola cake cream, matcha uji kem cheese... Trong 2 ngày 31/5 và 1/6, khung giờ vàng quán free 200 ly trà sữa, bill 249k tặng bình nước du lịch, các mẹ tranh thủ ùa tới xí chỗ nha.","https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/33430645_1666225173505006_8724273536861995008_n.jpg?_nc_cat=0&oh=6f1aacf8cc1637fbf08db3a3c5067bba&oe=5BBD7B0A","https://www.facebook.com/FoodyVietnam/photos/a.215488901911981.46885.210695369058001/1666225166838340/?type=3","Photos from Foody.vn's post","","photo","2018-05-27T03:00:01+0000","22","231","11","2","0","0","0"
"Foody.vn","_210695369058001","210695369058001_1667359373391586","[Rung rinh trái tim theo 'BÔNG LAN ĐÀI LOAN' nóng hổi - Giảm 20%]

Link đặt món: https://goo.gl/dQhw3H
(Đặt món tại APP NOW, nhập mã NOWAPP20 giảm 20%)

Đợt bánh nào vừa ra lò cũng thơm phức cả khu phố hết à. Từng lớp phô mai vàng tươi béo ngậy nằm giữa lớp bánh xốp thơm thơm, nóng hổi làm mê mẩn muôn tim luôn <3
---------
Free Ship (tối đa 20k) khi dùng AirPay thanh toán cho hơn 5000 quán Verified Merchants","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/29770078_903071219873639_8190145798999113728_n.jpg?_nc_cat=0&oh=2d788ca6580ef51ef40be19fba0da418&oe=5BC00769","https://www.facebook.com/FoodyVietnam/videos/1667359373391586/","Rung rinh trái tim theo 'BÔNG LAN ĐÀI LOAN' nóng hổi - Giảm 20%","","video","2018-05-27T02:30:00+0000","20","359","12","5","0","0","1"
"Foody.vn","_210695369058001","210695369058001_1665938750200315","[Đẹp như cổ tích 'HOMESTAY LƯNG CHỪNG GIỮA ĐỒI' view xuất sắc ở Đà Lạt]

Chi tiết: https://goo.gl/xPyzoe

Mới phát hiện ra ở Đà Lạt có homestay giữa đồi đẹp xuất sắc luôn nè các mẹ. Phòng được chia ra theo từng chủ đề bao lãng mạn nha. Sáng thức dậy nắng tràn vào phòng, thong dong ra sân vườn ngồi uống trà nóng ngắm thiên nhiên rừng núi, lãng mạn y như phim Hàn Quốc luôn ấy 😍","https://scontent.xx.fbcdn.net/v/t1.0-0/q88/s130x130/33236529_1665921190202071_3817781354079191040_n.jpg?_nc_cat=0&oh=d6f9a6dbddd330e8f5224ab453d8185f&oe=5BBEE1AF","https://www.facebook.com/FoodyVietnam/photos/a.215488901911981.46885.210695369058001/1665921180202072/?type=3","Photos from Foody.vn's post","","photo","2018-05-27T02:00:01+0000","476","1870","84","50","2","0","3"
"Foody.vn","_210695369058001","210695369058001_1667411510053039","[Giật mình thon thót ở 'TRẠI RẮN KHỦNG NHẤT VN' gần Sì Gòn]

Chi tiết: https://goo.gl/6D2ru5

Mẹ nào yếu tim vô đây sợ mắc công xỉu, đem về không kịp. Rắn trăn em nào em nấy bự đùngggg, nhìn hơi hết hồn, cơ mà được huấn luyện hết rồi nên cứ yên tâm chụp hình nhé :v","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/29782684_1667412026719654_8331859413161738240_n.jpg?_nc_cat=0&oh=3eefb0bc409c8863f131282df89fc8e2&oe=5B81FE3C","https://www.facebook.com/FoodyVietnam/videos/1667404383387085/","Photos from Foody.vn's post","","video","2018-05-27T01:00:53+0000","57","624","23","11","3","0","5"
"Foody.vn","_210695369058001","210695369058001_1667229536737903","[Sắm SIÊU PHẨM VALI CHỈ 499K quẩy tung mùa hè trong đại tiệc khai trương]

Đại tiệc khai trương của chuỗi cửa hàng vali đình đám, bạn sẽ có cơ hội sắm những em cực phẩm vali chỉ với 499k và 699k trong 3 ngày từ 30/06 đến 01/06. Nhanh nhanh set kèo đi tậu vali xịn không lo về giá du hí khắp muôn nơi thôi nào.

(y) Sheis.vn - cộng đồng làm đẹp với hàng triệu bí kíp biến bạn thành hotgirl sành điệu!","https://external.xx.fbcdn.net/safe_image.php?d=AQC8vSPLBbkBKB90&w=130&h=130&url=https%3A%2F%2Fmedia.sheis.vn%2FbeautyArticle%2Fs%2Fsheis-3cc7c846-2f26-4f2a-a1f6-be4879cc8acd-20180525150801818.jpg&cfs=1&sx=32&sy=0&sw=492&sh=492&_nc_hash=AQA7QHlKrIlYfIbA","https://www.sheis.vn/bai-viet/mua-he-ruc-ro-voi-dai-tiec-khai-truong-mua-sam-tha-ga-khong-lo-ve-gia-2913","Mùa Hè Rực Rỡ Với Đại Tiệc Khai Trương Mua Sắm Thả Ga – Không Lo Về Giá","Trong không khí khai trương rộn ràng, tất nhiên sẽ không thể thiếu nhiều chương trình ưu đãi và những phần quà cực kỳ hấp dẫn để chào đón bạn đến mua sắm","link","2018-05-27T00:30:00+0000","1","239","9","0","1","1","0"
"Foody.vn","_210695369058001","210695369058001_1667343660059824","[Há miệng cắn giòn rụm BÁNH MÌ BƠ BÒ XIÊN NƯỚNG chỉ 18k]

Đặt món: https://goo.gl/sP46MM
(Nhập mã ONGLY20 giảm 20% order qua Now)

Mở ra bánh mì thơm bơ cực kì, kẹp cùng từng miếng bò nướng kỹ càng trên than mà lòng tui xao xuyến. Ở đây còn kẹp thêm bắp, cải và sốt đặc biệt quán tự làm nên ăn hỏng biết ngán luôn.
------------
Free Ship (tối đa 20k) khi dùng AirPay thanh toán cho hơn 5000 quán Verified Merchants","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/29766095_1667345716726285_6277345563553824768_n.jpg?_nc_cat=0&oh=f2d0e92b4cb683b49360c40c52d74761&oe=5B7B0CA8","https://www.facebook.com/FoodyVietnam/videos/1667343660059824/","Há miệng cắn giòn rụm BÁNH MÌ BƠ BÒ XIÊN NƯỚNG chỉ 18k","","video","2018-05-27T00:00:01+0000","15","310","14","0","0","0","0"
"Foody.vn","_210695369058001","210695369058001_1667738380020352","[Xứng danh thiên đường “3 BÃI BIỂN TRỨ DANH NHA TRANG” cho cả hội bơi mát hè này]

Ngóc ngách 3 địa điểm: https://goo.gl/ByKRtL 

🏊Đẹp thôi là không đủ, mà phải là đẹp hết hồn, đẹp trụy tim khi mà nhắc về 3 bãi biển trứ danh Nha Trang này các gái ơi! Mùa nạp vitamin Sea đã đến và không ngừng hạ nhiệt, hãy chắc chắn phải dành 1 kì nghỉ cho bản thân tới khám phá 1 trong 3 thiên đường biển khơi xuất sắc này nhé.

Nguồn: TripNow.vn. Video: @deartroshina
Pics: @heyevabb/ @leotien.0410","https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/33363793_1018087571731916_354979038424465408_n.jpg?_nc_cat=0&oh=e41b729b8ebe6327be54732b36595856&oe=5B768B96","https://www.facebook.com/tripnow.vn/photos/a.607216896152321.1073741830.559231387617539/1018087565065250/?type=3","TripNow.vn","[#TripWHERE - Xứng danh thiên đường “3 BÃI BIỂN TRỨ DANH NHA TRANG” cho cả hội bơi mát hè này]

Ngóc ngách 3 địa điểm: https://goo.gl/ByKRtL 

🏊Đẹp thôi là không đủ, mà phải là đẹp hết hồn, đẹp trụy tim khi mà nhắc về 3 bãi biển trứ danh Nha Trang này các gái ơi! Mùa nạp vitamin Sea đã đến và không ngừng hạ nhiệt, hãy chắc chắn phải dành 1 kì nghỉ cho bản thân tới khám phá 1 trong 3 thiên đường biển khơi xuất sắc này nhé.

🏊SHARE ngay về làm mục tiêu các điểm nhất định phải đi qua hè này bằng bộ bikini nóng bỏng của mình nào các gái. #TripnowNhaTrang

-----------------------------------

(y) TripNow.vn để sống trọn từng khoảnh khắc!

Video: @deartroshina
Pics: @heyevabb/ @leotien.0410","photo","2018-05-26T23:00:37+0000","108","430","16","1","0","0","0"
"Foody.vn","_210695369058001","210695369058001_1668361789958011","[Mất hồn với chầu BUFFET NHẬT 'hoành tá tràng' giảm sâu 35%]

Chi tiết: http://bit.ly/tableNow-Buffet-Nhat-Giam-35

Thấy người ta ăn đồ Nhật thả phanh sung sướng quá nên lò dò học hỏi. Thì ra nhà hàng có nguyên 1 thực đơn BUFFET siêu hoành tráng luôn: Sushi, tempura, bánh xèo, salad, nướng… đầy đủ hết, gọi thả ga tràn cả bàn mà chỉ hơn 300K khi đặt qua #tableNow thôi. Oanh tạc thôi cả nhà ơi!","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/30842764_1692148840853519_177746353961566208_n.jpg?_nc_cat=0&oh=46adedde8918b54df6483a56886e058f&oe=5B88CCA0","https://www.facebook.com/tablenow.vn/videos/1692147117520358/","TableNow.vn","[HCM] Mất hồn với chầu BUFFET NHẬT 'hoành tá tràng' giảm sâu 35%

Chi tiết: http://bit.ly/tableNow-Buffet-Nhat-Giam-35

Thấy người ta ăn đồ Nhật thả phanh sung sướng quá nên lò dò học hỏi. Thì ra nhà hàng có nguyên 1 thực đơn BUFFET siêu hoành tráng luôn: Sushi, tempura, bánh xèo, salad, nướng… đầy đủ hết, gọi thả ga tràn cả bàn mà chỉ hơn 300K khi đặt qua #tableNow thôi. Oanh tạc thôi cả nhà ơi!","video","2018-05-26T16:59:00+0000","10","154","3","2","0","0","0"
"Foody.vn","_210695369058001","210695369058001_1667497573377766","[Muốn ập mặt vào 'LOẠT TÂN BINH' vừa ra mắt mùa hè này]

Địa chỉ và ship tận nơi: https://goo.gl/3yNvsZ

Các món ăn mới leng keng cần được check-in nhiều thiệt nhiều để nổi tiếng đây. Rinh bụng lên và ăn ngay cho hot nhé, vừa ra mắt luôn đó.","https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/33505450_1667491136711743_7787599379296157696_n.jpg?_nc_cat=0&oh=3a28c8394c466ae05844c73f48558cc2&oe=5BBC0786","https://www.facebook.com/FoodyVietnam/photos/a.215488901911981.46885.210695369058001/1667491130045077/?type=3","Photos from Foody.vn's post","","photo","2018-05-26T16:00:01+0000","33","366","7","1","2","0","0"
"Foody.vn","_210695369058001","210695369058001_1666044466856410","[Lộ ảnh đầu tiên của 'SỮA TƯƠI TRÂN CHÂU ĐƯỜNG TIGER' so hot]

Địa chỉ: https://goo.gl/qtUZZ3 

Quán sắp ra mắt Sữa tươi trân châu đường Tiger độc quyền ở thị trường SG. Đường Tiger được nấu theo công nghệ Nhật Bản thơm ngất ngây, màu sắc cũng lung linh nữa. Từ ngày 29/5-> 2/6, 100 ly sẽ được bán ra vào khung giờ 16-18h trong mỗi chi nhánh. Đặc biệt, 30 ly đầu giảm 20% nhé.","https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/33383711_1665920720202118_77490242336063488_n.jpg?_nc_cat=0&oh=d59ee1e6157087dc2ea10fb4eb45326a&oe=5BBBFDB3","https://www.facebook.com/FoodyVietnam/photos/a.215488901911981.46885.210695369058001/1665920713535452/?type=3","Photos from Foody.vn's post","","photo","2018-05-26T15:00:01+0000","59","762","26","10","4","0","1"
"Foody.vn","_210695369058001","210695369058001_1667331760061014","['Cú đêm' tung hoành không lo đói vì có DÀN MÓN KHUYA - Ưu đãi 20%]

👉Đặt món ship tận nơi: https://goo.gl/6CfSKv
(❗Nhập mã ANDEMSG20 để được giảm 20%❗)

Cú đêm không còn nỗi lo đói bụng mà đi ngủ mệt nhoài nữa rồi, cùng nạp năng lượng bằng tập hợp các món kiểu Ý, Trung, Hàn, Việt,... thôi, món ăn được làm vừa chất lượng lại hợp khẩu vị, đóng gói sạch sẽ ship tới nơi nóng hổi vừa thổi vừa ăn luôn.
--------
✅Free Ship (tối đa 30k) khi dùng AirPay thanh toán cho hơn 5000 quán Verified Merchants","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/29767962_1667333593394164_7273414540388204544_n.jpg?_nc_cat=0&oh=c2b7d0fb8a28ae3bd34edc190fcc6057&oe=5BC3BEDC","https://www.facebook.com/FoodyVietnam/videos/1667331760061014/","'Cú đêm' tung hoành không lo đói vì có DÀN MÓN KHUYA - Ưu đãi 20%","","video","2018-05-26T14:00:01+0000","23","392","18","1","1","1","0"
"Foody.vn","_210695369058001","210695369058001_1665842873543236","[Shop Chỉ BÁN ĐỘC ĐỒ ĐEN Nhưng Vẫn Đông Nghìn Nghịt Khách]

Địa chỉ: https://goo.gl/HEGwxQ
Hội đồ đen không lo thiếu đồ xinh diện đi biển hè này rồi. Với tiêu chí tuy đồ đen nhưng vẫn lung linh tỏa sáng dưới nắng nhờ những thiết kế hết sức 'bánh bèo', chiều lòng những cô nàng kén họa tiết mà vẫn thích diện váy xinh nè.

(y) Sheis.vn - cộng đồng làm đẹp với hàng triệu bí kíp biến bạn thành hotgirl sành điệu!","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/29767145_1665843490209841_5940321863543554048_n.jpg?_nc_cat=0&oh=86e486b045d4d501fc07d480d5cee54e&oe=5B8D0838","https://www.facebook.com/FoodyVietnam/videos/1665841376876719/","Photos from Foody.vn's post","","video","2018-05-26T13:00:15+0000","792","4732","183","27","13","0","2"
"Foody.vn","_210695369058001","210695369058001_1667461070048083","[Xuyên không về tuổi thơ 'UỐNG TRÀ SỮA THẠCH PHOMAI' bình dân]

Địa chỉ và ship tận nơi: https://goo.gl/UgBd2a

Lâu lâu lại nhớ tới mấy món thạch nhà làm này, cục thạch phomai bự đùng luôn mà giá chỉ từ 20k/ ly nhé. Làm ly nào.","https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/33469241_1667454596715397_3646989084745793536_n.jpg?_nc_cat=0&oh=42fdd1717410b2d3e3f764dc63b3c202&oe=5B781DBC","https://www.facebook.com/FoodyVietnam/photos/a.215488901911981.46885.210695369058001/1667454590048731/?type=3","Photos from Foody.vn's post","","photo","2018-05-26T12:00:01+0000","10","254","10","2","0","0","1"
"Foody.vn","_210695369058001","210695369058001_1667332846727572","[Rộn ràng sắc màu 'TÀU HỦ TẢ PÍ LÙ' cả trời topping - Giảm 50%]

Link đặt món: https://goo.gl/LXRKyk
(Đặt món tại app NOW, nhập mã XELAM50 giảm đậm 50%)

Chén tàu hủ non trắng phau, ngọt lịm khi hòa cùng nước đường và đủ loại topping đẹp mắt như mít, bánh flan, rau câu và nước cốt dừa béo ngậy. Chiều chiều mát có món này nhâm nhi là sướng khỏi chê!
----------------
*Free Ship (tối đa 20k) khi dùng AirPay thanh toán cho hơn 5000 quán Verified Merchants","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/29766952_453251698451566_2211271608926994432_n.jpg?_nc_cat=0&oh=043c36d0938ff98fb8766c32c41db82e&oe=5B76ED95","https://www.facebook.com/FoodyVietnam/videos/1667332846727572/","Rộn ràng sắc màu 'TÀU HỦ TẢ PÍ LÙ' cả trời topping - Giảm 50%","","video","2018-05-26T11:00:01+0000","21","320","16","3","0","0","6"
"Foody.vn","_210695369058001","210695369058001_1667370863390437","[Ăn rồi nghiện luôn '8 QUÁN NEM NƯỚNG' ngon, rẻ]

Link địa chỉ + ship tận nơi: https://goo.gl/Zh7ahC

SG đã có nem nướng phiên bản ăn vặt rồi mí chế biết chưa dzậy. 1 cây nem bò nướng sả chỉ 10k thôi, bự đùng luôn nha. Đố biết món đó của quán nào trong list này nè?","https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/33397329_1667348113392712_4754155881841557504_n.jpg?_nc_cat=0&oh=d4ce3a4c51bc89d2988a0beb3929c5c2&oe=5B7CE3A0","https://www.facebook.com/FoodyVietnam/photos/a.215488901911981.46885.210695369058001/1667348106726046/?type=3","Photos from Foody.vn's post","","photo","2018-05-26T10:00:01+0000","40","300","10","2","1","0","0"
"Foody.vn","_210695369058001","210695369058001_1667736460020544","[Xõa banh nóc nhà “DISNEYLAND GIỮA LÒNG CẦN THƠ” quá hợp để vui thú cuối tuần]

Đi ngay cuối tuần đi: https://goo.gl/eXu8xp

🎡Mơ ước tới DisneyLand nhưng chưa đủ điều kiện thì mình lạc lối tới công viên thần tiên, lâu đài cổ tích công chúa hoàng tử ngay tại Cần Thơ này nhé! Phép màu xảy ra nên giờ khỏi mất công lặn lội tới tận Nha Trang, Đà Nẵng mới xõa sập sàn mấy trò mạo hiểm, công viên nước….một thì đã thích là nhích ngay luôn tới Cần Thơ là sung khỏi bàn rồi.

Nguồn: TripNow.vn
Pics: @_camellia.ng_/ Truc Anh Nguyen/ Trần Thị Yến Thư","https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/33472214_1017326721808001_3806923092639350784_n.jpg?_nc_cat=0&oh=b7e8754ba33746886445d678c49ba16f&oe=5B8C4EEF","https://www.facebook.com/tripnow.vn/photos/a.607216896152321.1073741830.559231387617539/1017326718474668/?type=3","TripNow.vn","[#TripWHERE - Xõa banh nóc nhà “DISNEYLAND GIỮA LÒNG CẦN THƠ” quá hợp để vui thú cuối tuần]

Đi ngay cuối tuần đi: https://goo.gl/eXu8xp

🎡Mơ ước tới DisneyLand nhưng chưa đủ điều kiện thì mình lạc lối tới công viên thần tiên, lâu đài cổ tích công chúa hoàng tử ngay tại Cần Thơ này nhé! Phép màu xảy ra nên giờ khỏi mất công lặn lội tới tận Nha Trang, Đà Nẵng mới xõa sập sàn mấy trò mạo hiểm, công viên nước….một thì đã thích là nhích ngay luôn tới Cần Thơ là sung khỏi bàn rồi.

🎡TAG gấp đồng bọn rồi lên lịch triển ngay 1 chuyến vui chơi để đời vào cuối tuần này đi các bác ơi! #TripnowCanTho

----------------------------------------------

(y) TripNow.vn để vui chơi quên cả trời đất!

Pics: @_camellia.ng_/ Truc Anh Nguyen/ Trần Thị Yến Thư","photo","2018-05-26T09:30:14+0000","207","628","31","9","0","1","0"
"Foody.vn","_210695369058001","210695369058001_1666144753513048","[Nhất định phải thử 'XÔI BÁT BỬU' bán chớp nhoáng là hết]

Ship tận nơi: https://goo.gl/2bQGWc
(Đặt món tại APP NOW, nhập mã 'XOIBATBUU' giảm ngay 20%)

Xe xôi có chút xíu, ai ngờ đâu nổi tiếng cực kì. 1 hộp chỉ 15k thôi nhưng rất ngon. Khách nào tới cũng mua 5-6 hộp mang về nên quán bán nhanh hết lắm, tranh thủ đi sớm thì còn nha.","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/30834365_1666150766845780_6952162888001781760_n.jpg?_nc_cat=0&oh=f15c4c420f3e50115df0e29a661bf00b&oe=5B830C20","https://www.facebook.com/FoodyVietnam/videos/1666144753513048/","Xôi bát bửu","","video","2018-05-26T09:00:01+0000","396","4063","134","53","10","3","2"
"Foody.vn","_210695369058001","210695369058001_1666257826835074","[Cầu được ước thấy 'GỎI KHÔ BÒ' bình dân đình đám SG - Giảm 20%]

👉Đặt món ship tận nơi: https://goo.gl/uPCAx5
(❗Nhập mã GOIKHOBO để được giảm 20%❗)

Khô bò trộn với thật nhiều gỏi đu đủ bằng sốt đặc trưng, thích nhất là bẻ bánh phồng ăn cùng giòn giòn ngon khó cưỡng, không biết đã hút hồn biết bao tín đồ ăn vặt Sài Thành rồi đây?","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/29767502_1666258370168353_487102888263286784_n.jpg?_nc_cat=0&oh=782c97f48624f014db4c4e7361b763d7&oe=5BBD475C","https://www.facebook.com/FoodyVietnam/videos/1666257026835154/","Photos from Foody.vn's post","","video","2018-05-26T08:45:00+0000","100","929","40","8","0","0","2"
"Foody.vn","_210695369058001","210695369058001_1667321523395371","[Tym tung tóe quán 'CAFE KỲ LÂN' bánh bèo nhất quả đất]

Chi tiết: https://goo.gl/4E7GU6

Màu hồng đồ, bánh bèo hết sức mờ kute dễ thương quá trời quá đất, còn được ướm thử bộ đồ kỳ lân lấp lánh, nhốt ngồi cả ngày ở đây cũng chịu ahihi","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/30827555_1667321943395329_7352684857689899008_n.jpg?_nc_cat=0&oh=595f3ff3ac62b82e4a8b41aabf49db0f&oe=5BBF27EE","https://www.facebook.com/FoodyVietnam/videos/1667320863395437/","Photos from Foody.vn's post","","video","2018-05-26T08:00:45+0000","488","3683","192","42","13","3","5"
"Foody.vn","_210695369058001","210695369058001_1663974247063432","[Bữa trưa vui vẻ no nê với 'COMBO ĂN UỐNG CHỈ 69K']

Địa chỉ: https://goo.gl/3oViT9

Buổi trưa no nê đầy đủ dinh dưỡng chỉ với 69k, chọn 1 trong các món : cơm chiên lão trư, phở chiên phồng xào bò, cơm gà nấm... và 1 ly chanh sả. Vừa ăn ngon lại được ngồi trong không gian mát mẻ, sạch sẽ nữa nè.","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/29771400_1663980510396139_7264507147583488000_n.jpg?_nc_cat=0&oh=a07cb4aa5a88da7ca4fdc184d2b38700&oe=5BBAAD3A","https://www.facebook.com/FoodyVietnam/videos/1663974247063432/","Combo ăn uống chỉ 69k","","video","2018-05-26T07:00:00+0000","5","263","8","0","1","0","1"
"Foody.vn","_210695369058001","210695369058001_1667232643404259","[Có hẹn với 'soái ca' HOÀNG GIA TRÀ SỮA uống mau khỏi thèm cùng DEAL 50%]

👉Đặt món ship tận nơi: https://goo.gl/R4tghF
(❗Nhập mã ROYALHP để được giảm ngay 50%❗)

Chắc là sẽ không chạy khỏi cơn thèm khi nhắc tới những cái tên sau đây, nào trà oolong kem cheese, oolong cam đào dâu tây, trà sữa trân châu trắng, thanh long đỏ macchiato,... Càng muốn đặt ngay lập tức khi nghe tin giảm đến 50% khi nhập mã ROYALHP đó.
------
✅Free Ship (tối đa 30k) khi dùng AirPay thanh toán cho hơn 5000 quán Verified Merchants","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/29767707_1667234123404111_2980906619971305472_n.jpg?_nc_cat=0&oh=6b7a3ab8370818abd495e27b1ad08339&oe=5B7B1788","https://www.facebook.com/FoodyVietnam/videos/1667232643404259/","Có hẹn với 'soái ca' HOÀNG GIA TRÀ SỮA uống mau khỏi thèm cùng DEAL 50%","","video","2018-05-26T06:00:01+0000","18","492","25","0","1","0","4"
